lossfunc,kernel,decay,ngram,skip,learning_rate,pred_thresh,ACC,PRE,REC,PRF,ROC
hinge,--nn=1,1,2,3,0.1,0.990000,0.96482,0.85308,0.66421,0.74689,0.88298
hinge,--nn=1,1,2,3,0.01,0.500000,0.07814,0.07814,1.00000,0.14496,0.86875
hinge,--nn=1,1,2,3,0.01,0.750000,0.48972,0.12720,0.94342,0.22417,0.86875
hinge,--nn=1,1,2,3,0.01,0.900000,0.82930,0.28044,0.75646,0.40918,0.86875
hinge,--nn=1,1,2,3,0.01,0.990000,0.93310,0.60773,0.40590,0.48673,0.86875
hinge,--nn=1,1,3,2,10,0.500000,0.07814,0.07814,1.00000,0.14496,0.50797
hinge,--nn=1,1,3,2,10,0.750000,0.07814,0.07814,1.00000,0.14496,0.50797
hinge,--nn=1,1,3,2,10,0.900000,0.07814,0.07814,1.00000,0.14496,0.50797
hinge,--nn=1,1,3,2,10,0.990000,0.07814,0.07814,1.00000,0.14496,0.50797
hinge,--nn=1,1,3,2,5,0.500000,0.07814,0.07814,1.00000,0.14496,0.50113
hinge,--nn=1,1,3,2,5,0.750000,0.07814,0.07814,1.00000,0.14496,0.50113
hinge,--nn=1,1,3,2,5,0.900000,0.07814,0.07814,1.00000,0.14496,0.50113
hinge,--nn=1,1,3,2,5,0.990000,0.07814,0.07814,1.00000,0.14496,0.50113
hinge,--nn=1,1,3,2,1,0.500000,0.07814,0.07814,1.00000,0.14496,0.50348
hinge,--nn=1,1,3,2,1,0.750000,0.07814,0.07814,1.00000,0.14496,0.50348
hinge,--nn=1,1,3,2,1,0.900000,0.07814,0.07814,1.00000,0.14496,0.50348
hinge,--nn=1,1,3,2,1,0.990000,0.07814,0.07814,1.00000,0.14496,0.50348
hinge,--nn=1,1,3,2,0.75,0.500000,0.07814,0.07814,1.00000,0.14496,0.50001
hinge,--nn=1,1,3,2,0.75,0.750000,0.07814,0.07814,1.00000,0.14496,0.50001
hinge,--nn=1,1,3,2,0.75,0.900000,0.07814,0.07814,1.00000,0.14496,0.50001
hinge,--nn=1,1,3,2,0.75,0.990000,0.07814,0.07814,1.00000,0.14496,0.50001
hinge,--nn=1,1,3,2,0.5,0.500000,0.07814,0.07814,1.00000,0.14496,0.50636
hinge,--nn=1,1,3,2,0.5,0.750000,0.07814,0.07814,1.00000,0.14496,0.50636
hinge,--nn=1,1,3,2,0.5,0.900000,0.07814,0.07814,1.00000,0.14496,0.50636
hinge,--nn=1,1,3,2,0.5,0.990000,0.07814,0.07814,1.00000,0.14496,0.50636
hinge,--nn=1,1,3,2,0.1,0.500000,0.36842,0.10333,0.92251,0.18585,0.83317
hinge,--nn=1,1,3,2,0.1,0.750000,0.82247,0.26065,0.69250,0.37874,0.83317
hinge,--nn=1,1,3,2,0.1,0.900000,0.95483,0.86724,0.49815,0.63281,0.83317
hinge,--nn=1,1,3,2,0.1,0.990000,0.94915,0.91765,0.38376,0.54120,0.83317
hinge,--nn=1,1,3,2,0.01,0.500000,0.43656,0.11733,0.95203,0.20891,0.87007
hinge,--nn=1,1,3,2,0.01,0.750000,0.92186,0.00000,0.00000,0.00000,0.87007
hinge,--nn=1,1,3,2,0.01,0.900000,0.92186,0.00000,0.00000,0.00000,0.87007
hinge,--nn=1,1,3,2,0.01,0.990000,0.92186,0.00000,0.00000,0.00000,0.87007
hinge,--nn=1,1,3,2,10,0.500000,0.07814,0.07814,1.00000,0.14496,0.50484
hinge,--nn=1,1,3,2,10,0.750000,0.07814,0.07814,1.00000,0.14496,0.50484
hinge,--nn=1,1,3,2,10,0.900000,0.07814,0.07814,1.00000,0.14496,0.50484
hinge,--nn=1,1,3,2,10,0.990000,0.07814,0.07814,1.00000,0.14496,0.50484
hinge,--nn=1,1,3,2,5,0.500000,0.07814,0.07814,1.00000,0.14496,0.50625
hinge,--nn=1,1,3,2,5,0.750000,0.07814,0.07814,1.00000,0.14496,0.50625
hinge,--nn=1,1,3,2,5,0.900000,0.07814,0.07814,1.00000,0.14496,0.50625
hinge,--nn=1,1,3,2,5,0.990000,0.07814,0.07814,1.00000,0.14496,0.50625
hinge,--nn=1,1,3,2,1,0.500000,0.07814,0.07814,1.00000,0.14496,0.50506
hinge,--nn=1,1,3,2,1,0.750000,0.07814,0.07814,1.00000,0.14496,0.50506
hinge,--nn=1,1,3,2,1,0.900000,0.07814,0.07814,1.00000,0.14496,0.50506
hinge,--nn=1,1,3,2,1,0.990000,0.07814,0.07814,1.00000,0.14496,0.50506
hinge,--nn=1,1,3,2,0.75,0.500000,0.07814,0.07814,1.00000,0.14496,0.50328
hinge,--nn=1,1,3,2,0.75,0.750000,0.07814,0.07814,1.00000,0.14496,0.50328
hinge,--nn=1,1,3,2,0.75,0.900000,0.07814,0.07814,1.00000,0.14496,0.50328
hinge,--nn=1,1,3,2,0.75,0.990000,0.07814,0.07814,1.00000,0.14496,0.50328
hinge,--nn=1,1,3,2,0.5,0.500000,0.07814,0.07814,1.00000,0.14496,0.50584
hinge,--nn=1,1,3,2,0.5,0.750000,0.07814,0.07814,1.00000,0.14496,0.50584
hinge,--nn=1,1,3,2,0.5,0.900000,0.07814,0.07814,1.00000,0.14496,0.50584
hinge,--nn=1,1,3,2,0.5,0.990000,0.07814,0.07814,1.00000,0.14496,0.50584
hinge,--nn=1,1,3,2,0.1,0.500000,0.60861,0.14351,0.80689,0.24368,0.82603
hinge,--nn=1,1,3,2,0.1,0.750000,0.86082,0.31180,0.64699,0.42080,0.82603
hinge,--nn=1,1,3,2,0.1,0.900000,0.95338,0.85043,0.48954,0.62139,0.82603
hinge,--nn=1,1,3,2,0.1,0.990000,0.95108,0.90000,0.42066,0.57334,0.82603
hinge,--nn=1,1,3,2,0.01,0.500000,0.07814,0.07814,1.00000,0.14496,0.86888
hinge,--nn=1,1,3,2,0.01,0.750000,0.46597,0.12267,0.94834,0.21724,0.86888
hinge,--nn=1,1,3,2,0.01,0.900000,0.84679,0.29566,0.69496,0.41483,0.86888
hinge,--nn=1,1,3,2,0.01,0.990000,0.94243,0.94958,0.27798,0.43007,0.86888
hinge,--nn=1,1,3,3,10,0.500000,0.07814,0.07814,1.00000,0.14496,0.49621
hinge,--nn=1,1,3,3,10,0.750000,0.07814,0.07814,1.00000,0.14496,0.49621
hinge,--nn=1,1,3,3,10,0.900000,0.07814,0.07814,1.00000,0.14496,0.49621
hinge,--nn=1,1,3,3,10,0.990000,0.07814,0.07814,1.00000,0.14496,0.49621
hinge,--nn=1,1,3,3,5,0.500000,0.07814,0.07814,1.00000,0.14496,0.49637
hinge,--nn=1,1,3,3,5,0.750000,0.07814,0.07814,1.00000,0.14496,0.49637
hinge,--nn=1,1,3,3,5,0.900000,0.07814,0.07814,1.00000,0.14496,0.49637
hinge,--nn=1,1,3,3,5,0.990000,0.07814,0.07814,1.00000,0.14496,0.49637
hinge,--nn=1,1,3,3,1,0.500000,0.07814,0.07814,1.00000,0.14496,0.50226
hinge,--nn=1,1,3,3,1,0.750000,0.07814,0.07814,1.00000,0.14496,0.50226
hinge,--nn=1,1,3,3,1,0.900000,0.07814,0.07814,1.00000,0.14496,0.50226
hinge,--nn=1,1,3,3,1,0.990000,0.07814,0.07814,1.00000,0.14496,0.50226
hinge,--nn=1,1,3,3,0.75,0.500000,0.07814,0.07814,1.00000,0.14496,0.50223
hinge,--nn=1,1,3,3,0.75,0.750000,0.07814,0.07814,1.00000,0.14496,0.50223
hinge,--nn=1,1,3,3,0.75,0.900000,0.07814,0.07814,1.00000,0.14496,0.50223
hinge,--nn=1,1,3,3,0.75,0.990000,0.07814,0.07814,1.00000,0.14496,0.50223
hinge,--nn=1,1,3,3,0.5,0.500000,0.07814,0.07814,1.00000,0.14496,0.51104
hinge,--nn=1,1,3,3,0.5,0.750000,0.07814,0.07814,1.00000,0.14496,0.51104
hinge,--nn=1,1,3,3,0.5,0.900000,0.07814,0.07814,1.00000,0.14496,0.51104
hinge,--nn=1,1,3,3,0.5,0.990000,0.07814,0.07814,1.00000,0.14496,0.51104
hinge,--nn=1,1,3,3,0.1,0.500000,0.35208,0.10075,0.92005,0.18162,0.81104
hinge,--nn=1,1,3,3,0.1,0.750000,0.82795,0.26159,0.65929,0.37456,0.81104
hinge,--nn=1,1,3,3,0.1,0.900000,0.95108,0.88776,0.42804,0.57759,0.81104
hinge,--nn=1,1,3,3,0.1,0.990000,0.94464,0.90722,0.32472,0.47826,0.81104
hinge,--nn=1,1,3,3,0.01,0.500000,0.74250,0.20512,0.79828,0.32638,0.85767
hinge,--nn=1,1,3,3,0.01,0.750000,0.92186,0.00000,0.00000,0.00000,0.85767
hinge,--nn=1,1,3,3,0.01,0.900000,0.92186,0.00000,0.00000,0.00000,0.85767
hinge,--nn=1,1,3,3,0.01,0.990000,0.92186,0.00000,0.00000,0.00000,0.85767
hinge,--nn=1,1,3,3,10,0.500000,0.07814,0.07814,1.00000,0.14496,0.49933
hinge,--nn=1,1,3,3,10,0.750000,0.07814,0.07814,1.00000,0.14496,0.49933
hinge,--nn=1,1,3,3,10,0.900000,0.07814,0.07814,1.00000,0.14496,0.49933
hinge,--nn=1,1,3,3,10,0.990000,0.07814,0.07814,1.00000,0.14496,0.49933
hinge,--nn=1,1,3,3,5,0.500000,0.07814,0.07814,1.00000,0.14496,0.49077
hinge,--nn=1,1,3,3,5,0.750000,0.07814,0.07814,1.00000,0.14496,0.49077
hinge,--nn=1,1,3,3,5,0.900000,0.07814,0.07814,1.00000,0.14496,0.49077
hinge,--nn=1,1,3,3,5,0.990000,0.07814,0.07814,1.00000,0.14496,0.49077
hinge,--nn=1,1,3,3,1,0.500000,0.07814,0.07814,1.00000,0.14496,0.50626
hinge,--nn=1,1,3,3,1,0.750000,0.07814,0.07814,1.00000,0.14496,0.50626
hinge,--nn=1,1,3,3,1,0.900000,0.07814,0.07814,1.00000,0.14496,0.50626
hinge,--nn=1,1,3,3,1,0.990000,0.07814,0.07814,1.00000,0.14496,0.50626
hinge,--nn=1,1,3,3,0.75,0.500000,0.07814,0.07814,1.00000,0.14496,0.50528
hinge,--nn=1,1,3,3,0.75,0.750000,0.07814,0.07814,1.00000,0.14496,0.50528
hinge,--nn=1,1,3,3,0.75,0.900000,0.07814,0.07814,1.00000,0.14496,0.50528
hinge,--nn=1,1,3,3,0.75,0.990000,0.07814,0.07814,1.00000,0.14496,0.50528
hinge,--nn=1,1,3,3,0.5,0.500000,0.07814,0.07814,1.00000,0.14496,0.51071
hinge,--nn=1,1,3,3,0.5,0.750000,0.07814,0.07814,1.00000,0.14496,0.51071
hinge,--nn=1,1,3,3,0.5,0.900000,0.07814,0.07814,1.00000,0.14496,0.51071
hinge,--nn=1,1,3,3,0.5,0.990000,0.07814,0.07814,1.00000,0.14496,0.51071
hinge,--nn=1,1,3,3,0.1,0.500000,0.57843,0.13142,0.78352,0.22509,0.79606
hinge,--nn=1,1,3,3,0.1,0.750000,0.84948,0.27278,0.55597,0.36599,0.79606
hinge,--nn=1,1,3,3,0.1,0.900000,0.95194,0.88264,0.44403,0.59083,0.79606
hinge,--nn=1,1,3,3,0.1,0.990000,0.94617,0.89655,0.35178,0.50530,0.79606
hinge,--nn=1,1,3,3,0.01,0.500000,0.15110,0.08403,0.99631,0.15499,0.85557
hinge,--nn=1,1,3,3,0.01,0.750000,0.73068,0.19800,0.80197,0.31758,0.85557
hinge,--nn=1,1,3,3,0.01,0.900000,0.92186,0.00000,0.00000,0.00000,0.85557
hinge,--nn=1,1,3,3,0.01,0.990000,0.92186,0.00000,0.00000,0.00000,0.85557
hinge,--nn=1,1,4,2,10,0.500000,0.07814,0.07814,1.00000,0.14496,0.48089
hinge,--nn=1,1,4,2,10,0.750000,0.07814,0.07814,1.00000,0.14496,0.48089
hinge,--nn=1,1,4,2,10,0.900000,0.07814,0.07814,1.00000,0.14496,0.48089
hinge,--nn=1,1,4,2,10,0.990000,0.07814,0.07814,1.00000,0.14496,0.48089
hinge,--nn=1,1,4,2,5,0.500000,0.07814,0.07814,1.00000,0.14496,0.46395
hinge,--nn=1,1,4,2,5,0.750000,0.07814,0.07814,1.00000,0.14496,0.46395
hinge,--nn=1,1,4,2,5,0.900000,0.07814,0.07814,1.00000,0.14496,0.46395
hinge,--nn=1,1,4,2,5,0.990000,0.07814,0.07814,1.00000,0.14496,0.46395
hinge,--nn=1,1,4,2,1,0.500000,0.07814,0.07814,1.00000,0.14496,0.47104
hinge,--nn=1,1,4,2,1,0.750000,0.07814,0.07814,1.00000,0.14496,0.47104
hinge,--nn=1,1,4,2,1,0.900000,0.07814,0.07814,1.00000,0.14496,0.47104
hinge,--nn=1,1,4,2,1,0.990000,0.07814,0.07814,1.00000,0.14496,0.47104
hinge,--nn=1,1,4,2,0.75,0.500000,0.07814,0.07814,1.00000,0.14496,0.49928
hinge,--nn=1,1,4,2,0.75,0.750000,0.07814,0.07814,1.00000,0.14496,0.49928
hinge,--nn=1,1,4,2,0.75,0.900000,0.07814,0.07814,1.00000,0.14496,0.49928
hinge,--nn=1,1,4,2,0.75,0.990000,0.07814,0.07814,1.00000,0.14496,0.49928
hinge,--nn=1,1,4,2,0.5,0.500000,0.07814,0.07814,1.00000,0.14496,0.42283
hinge,--nn=1,1,4,2,0.5,0.750000,0.07814,0.07814,1.00000,0.14496,0.42283
hinge,--nn=1,1,4,2,0.5,0.900000,0.07814,0.07814,1.00000,0.14496,0.42283
hinge,--nn=1,1,4,2,0.5,0.990000,0.07814,0.07814,1.00000,0.14496,0.42283
hinge,--nn=1,1,4,2,0.1,0.500000,0.17955,0.08519,0.97540,0.15669,0.80768
hinge,--nn=1,1,4,2,0.1,0.750000,0.77278,0.20703,0.67405,0.31676,0.80768
hinge,--nn=1,1,4,2,0.1,0.900000,0.95607,0.90271,0.49077,0.63586,0.80768
hinge,--nn=1,1,4,2,0.1,0.990000,0.94954,0.94444,0.37638,0.53826,0.80768
hinge,--nn=1,1,4,2,0.01,0.500000,0.90888,0.42718,0.48708,0.45517,0.83890
hinge,--nn=1,1,4,2,0.01,0.750000,0.92186,0.00000,0.00000,0.00000,0.83890
hinge,--nn=1,1,4,2,0.01,0.900000,0.92186,0.00000,0.00000,0.00000,0.83890
hinge,--nn=1,1,4,2,0.01,0.990000,0.92186,0.00000,0.00000,0.00000,0.83890
hinge,--nn=1,1,4,2,10,0.500000,0.07814,0.07814,1.00000,0.14496,0.47417
hinge,--nn=1,1,4,2,10,0.750000,0.07814,0.07814,1.00000,0.14496,0.47417
hinge,--nn=1,1,4,2,10,0.900000,0.07814,0.07814,1.00000,0.14496,0.47417
hinge,--nn=1,1,4,2,10,0.990000,0.07814,0.07814,1.00000,0.14496,0.47417
hinge,--nn=1,1,4,2,5,0.500000,0.07814,0.07814,1.00000,0.14496,0.45643
hinge,--nn=1,1,4,2,5,0.750000,0.07814,0.07814,1.00000,0.14496,0.45643
hinge,--nn=1,1,4,2,5,0.900000,0.07814,0.07814,1.00000,0.14496,0.45643
hinge,--nn=1,1,4,2,5,0.990000,0.07814,0.07814,1.00000,0.14496,0.45643
hinge,--nn=1,1,4,2,1,0.500000,0.07814,0.07814,1.00000,0.14496,0.44954
hinge,--nn=1,1,4,2,1,0.750000,0.07814,0.07814,1.00000,0.14496,0.44954
hinge,--nn=1,1,4,2,1,0.900000,0.07814,0.07814,1.00000,0.14496,0.44954
hinge,--nn=1,1,4,2,1,0.990000,0.07814,0.07814,1.00000,0.14496,0.44954
hinge,--nn=1,1,4,2,0.75,0.500000,0.07814,0.07814,1.00000,0.14496,0.46340
hinge,--nn=1,1,4,2,0.75,0.750000,0.07814,0.07814,1.00000,0.14496,0.46340
hinge,--nn=1,1,4,2,0.75,0.900000,0.07814,0.07814,1.00000,0.14496,0.46340
hinge,--nn=1,1,4,2,0.75,0.990000,0.07814,0.07814,1.00000,0.14496,0.46340
hinge,--nn=1,1,4,2,0.5,0.500000,0.07814,0.07814,1.00000,0.14496,0.53981
hinge,--nn=1,1,4,2,0.5,0.750000,0.07814,0.07814,1.00000,0.14496,0.53981
hinge,--nn=1,1,4,2,0.5,0.900000,0.07814,0.07814,1.00000,0.14496,0.53981
hinge,--nn=1,1,4,2,0.5,0.990000,0.07814,0.07814,1.00000,0.14496,0.53981
hinge,--nn=1,1,4,2,0.1,0.500000,0.41013,0.10586,0.87946,0.18898,0.78889
hinge,--nn=1,1,4,2,0.1,0.750000,0.80536,0.22505,0.61009,0.32880,0.78889
hinge,--nn=1,1,4,2,0.1,0.900000,0.95492,0.89450,0.47970,0.62450,0.78889
hinge,--nn=1,1,4,2,0.1,0.990000,0.95127,0.93466,0.40467,0.56481,0.78889
hinge,--nn=1,1,4,2,0.01,0.500000,0.25077,0.09312,0.98278,0.17013,0.83628
hinge,--nn=1,1,4,2,0.01,0.750000,0.93935,0.92925,0.24231,0.38439,0.83628
hinge,--nn=1,1,4,2,0.01,0.900000,0.92186,0.00000,0.00000,0.00000,0.83628
hinge,--nn=1,1,4,2,0.01,0.990000,0.92186,0.00000,0.00000,0.00000,0.83628
hinge,--nn=1,1,4,3,10,0.500000,0.07814,0.07814,1.00000,0.14496,0.38297
hinge,--nn=1,1,4,3,10,0.750000,0.07814,0.07814,1.00000,0.14496,0.38297
hinge,--nn=1,1,4,3,10,0.900000,0.07814,0.07814,1.00000,0.14496,0.38297
hinge,--nn=1,1,4,3,10,0.990000,0.07814,0.07814,1.00000,0.14496,0.38297
hinge,--nn=1,1,4,3,5,0.500000,0.07814,0.07814,1.00000,0.14496,0.37674
hinge,--nn=1,1,4,3,5,0.750000,0.07814,0.07814,1.00000,0.14496,0.37674
hinge,--nn=1,1,4,3,5,0.900000,0.07814,0.07814,1.00000,0.14496,0.37674
hinge,--nn=1,1,4,3,5,0.990000,0.07814,0.07814,1.00000,0.14496,0.37674
hinge,--nn=1,1,4,3,1,0.500000,0.07814,0.07814,1.00000,0.14496,0.37782
hinge,--nn=1,1,4,3,1,0.750000,0.07814,0.07814,1.00000,0.14496,0.37782
hinge,--nn=1,1,4,3,1,0.900000,0.07814,0.07814,1.00000,0.14496,0.37782
hinge,--nn=1,1,4,3,1,0.990000,0.07814,0.07814,1.00000,0.14496,0.37782
hinge,--nn=1,1,4,3,0.75,0.500000,0.07814,0.07814,1.00000,0.14496,0.45156
hinge,--nn=1,1,4,3,0.75,0.750000,0.07814,0.07814,1.00000,0.14496,0.45156
hinge,--nn=1,1,4,3,0.75,0.900000,0.07814,0.07814,1.00000,0.14496,0.45156
hinge,--nn=1,1,4,3,0.75,0.990000,0.07814,0.07814,1.00000,0.14496,0.45156
hinge,--nn=1,1,4,3,0.5,0.500000,0.07814,0.07814,1.00000,0.14496,0.40548
hinge,--nn=1,1,4,3,0.5,0.750000,0.07814,0.07814,1.00000,0.14496,0.40548
hinge,--nn=1,1,4,3,0.5,0.900000,0.07814,0.07814,1.00000,0.14496,0.40548
hinge,--nn=1,1,4,3,0.5,0.990000,0.07814,0.07814,1.00000,0.14496,0.40548
hinge,--nn=1,1,4,3,0.1,0.500000,0.08862,0.07897,1.00000,0.14638,0.84864
hinge,--nn=1,1,4,3,0.1,0.750000,0.35294,0.10184,0.93112,0.18360,0.84864
hinge,--nn=1,1,4,3,0.1,0.900000,0.95684,0.87603,0.52153,0.65382,0.84864
hinge,--nn=1,1,4,3,0.1,0.990000,0.94368,0.89547,0.31611,0.46727,0.84864
hinge,--nn=1,1,4,3,0.01,0.500000,0.92186,0.00000,0.00000,0.00000,0.80894
hinge,--nn=1,1,4,3,0.01,0.750000,0.92186,0.00000,0.00000,0.00000,0.80894
hinge,--nn=1,1,4,3,0.01,0.900000,0.92186,0.00000,0.00000,0.00000,0.80894
hinge,--nn=1,1,4,3,0.01,0.990000,0.92186,0.00000,0.00000,0.00000,0.80894
hinge,--nn=1,1,4,3,10,0.500000,0.07814,0.07814,1.00000,0.14496,0.38841
hinge,--nn=1,1,4,3,10,0.750000,0.07814,0.07814,1.00000,0.14496,0.38841
hinge,--nn=1,1,4,3,10,0.900000,0.07814,0.07814,1.00000,0.14496,0.38841
hinge,--nn=1,1,4,3,10,0.990000,0.07814,0.07814,1.00000,0.14496,0.38841
hinge,--nn=1,1,4,3,5,0.500000,0.07814,0.07814,1.00000,0.14496,0.38166
hinge,--nn=1,1,4,3,5,0.750000,0.07814,0.07814,1.00000,0.14496,0.38166
hinge,--nn=1,1,4,3,5,0.900000,0.07814,0.07814,1.00000,0.14496,0.38166
hinge,--nn=1,1,4,3,5,0.990000,0.07814,0.07814,1.00000,0.14496,0.38166
hinge,--nn=1,1,4,3,1,0.500000,0.07814,0.07814,1.00000,0.14496,0.36705
hinge,--nn=1,1,4,3,1,0.750000,0.07814,0.07814,1.00000,0.14496,0.36705
hinge,--nn=1,1,4,3,1,0.900000,0.07814,0.07814,1.00000,0.14496,0.36705
hinge,--nn=1,1,4,3,1,0.990000,0.07814,0.07814,1.00000,0.14496,0.36705
hinge,--nn=1,1,4,3,0.75,0.500000,0.07814,0.07814,1.00000,0.14496,0.39426
hinge,--nn=1,1,4,3,0.75,0.750000,0.07814,0.07814,1.00000,0.14496,0.39426
hinge,--nn=1,1,4,3,0.75,0.900000,0.07814,0.07814,1.00000,0.14496,0.39426
hinge,--nn=1,1,4,3,0.75,0.990000,0.07814,0.07814,1.00000,0.14496,0.39426
hinge,--nn=1,1,4,3,0.5,0.500000,0.07814,0.07814,1.00000,0.14496,0.49335
hinge,--nn=1,1,4,3,0.5,0.750000,0.07814,0.07814,1.00000,0.14496,0.49335
hinge,--nn=1,1,4,3,0.5,0.900000,0.07814,0.07814,1.00000,0.14496,0.49335
hinge,--nn=1,1,4,3,0.5,0.990000,0.07814,0.07814,1.00000,0.14496,0.49335
hinge,--nn=1,1,4,3,0.1,0.500000,0.12130,0.08150,0.99754,0.15069,0.79159
hinge,--nn=1,1,4,3,0.1,0.750000,0.61986,0.13885,0.74293,0.23397,0.79159
hinge,--nn=1,1,4,3,0.1,0.900000,0.95694,0.87169,0.52645,0.65644,0.79159
hinge,--nn=1,1,4,3,0.1,0.990000,0.94983,0.91931,0.39237,0.55000,0.79159
hinge,--nn=1,1,4,3,0.01,0.500000,0.48443,0.12245,0.90775,0.21579,0.80542
hinge,--nn=1,1,4,3,0.01,0.750000,0.92186,0.00000,0.00000,0.00000,0.80542
hinge,--nn=1,1,4,3,0.01,0.900000,0.92186,0.00000,0.00000,0.00000,0.80542
hinge,--nn=1,1,4,3,0.01,0.990000,0.92186,0.00000,0.00000,0.00000,0.80542
hinge,--nn=1,0.99,2,2,10,0.500000,0.07814,0.07814,1.00000,0.14496,0.50471
hinge,--nn=1,0.99,2,2,10,0.750000,0.07814,0.07814,1.00000,0.14496,0.50471
hinge,--nn=1,0.99,2,2,10,0.900000,0.07814,0.07814,1.00000,0.14496,0.50471
hinge,--nn=1,0.99,2,2,10,0.990000,0.07814,0.07814,1.00000,0.14496,0.50471
hinge,--nn=1,0.99,2,2,5,0.500000,0.07814,0.07814,1.00000,0.14496,0.50052
hinge,--nn=1,0.99,2,2,5,0.750000,0.07814,0.07814,1.00000,0.14496,0.50052
hinge,--nn=1,0.99,2,2,5,0.900000,0.07814,0.07814,1.00000,0.14496,0.50052
hinge,--nn=1,0.99,2,2,5,0.990000,0.07814,0.07814,1.00000,0.14496,0.50052
hinge,--nn=1,0.99,2,2,1,0.500000,0.07814,0.07814,1.00000,0.14496,0.50068
hinge,--nn=1,0.99,2,2,1,0.750000,0.07814,0.07814,1.00000,0.14496,0.50068
hinge,--nn=1,0.99,2,2,1,0.900000,0.07814,0.07814,1.00000,0.14496,0.50068
hinge,--nn=1,0.99,2,2,1,0.990000,0.07814,0.07814,1.00000,0.14496,0.50068
hinge,--nn=1,0.99,2,2,0.75,0.500000,0.07814,0.07814,1.00000,0.14496,0.50021
hinge,--nn=1,0.99,2,2,0.75,0.750000,0.07814,0.07814,1.00000,0.14496,0.50021
hinge,--nn=1,0.99,2,2,0.75,0.900000,0.07814,0.07814,1.00000,0.14496,0.50021
hinge,--nn=1,0.99,2,2,0.75,0.990000,0.07814,0.07814,1.00000,0.14496,0.50021
hinge,--nn=1,0.99,2,2,0.5,0.500000,0.07814,0.07814,1.00000,0.14496,0.53240
hinge,--nn=1,0.99,2,2,0.5,0.750000,0.07814,0.07814,1.00000,0.14496,0.53240
hinge,--nn=1,0.99,2,2,0.5,0.900000,0.07814,0.07814,1.00000,0.14496,0.53240
hinge,--nn=1,0.99,2,2,0.5,0.990000,0.07814,0.07814,1.00000,0.14496,0.53240
hinge,--nn=1,0.99,2,2,0.1,0.500000,0.12832,0.08227,1.00000,0.15203,0.89650
hinge,--nn=1,0.99,2,2,0.1,0.750000,0.60217,0.15282,0.90037,0.26129,0.89650
hinge,--nn=1,0.99,2,2,0.1,0.900000,0.94464,0.61886,0.75892,0.68177,0.89650
hinge,--nn=1,0.99,2,2,0.1,0.990000,0.95829,0.82504,0.59164,0.68911,0.89650
hinge,--nn=1,0.99,2,2,0.01,0.500000,0.07814,0.07814,1.00000,0.14496,0.86963
hinge,--nn=1,0.99,2,2,0.01,0.750000,0.54412,0.13839,0.92497,0.24076,0.86963
hinge,--nn=1,0.99,2,2,0.01,0.900000,0.86092,0.31989,0.69250,0.43762,0.86963
hinge,--nn=1,0.99,2,2,0.01,0.990000,0.93762,0.79286,0.27306,0.40622,0.86963
hinge,--nn=1,0.99,2,2,10,0.500000,0.07814,0.07814,1.00000,0.14496,0.50372
hinge,--nn=1,0.99,2,2,10,0.750000,0.07814,0.07814,1.00000,0.14496,0.50372
hinge,--nn=1,0.99,2,2,10,0.900000,0.07814,0.07814,1.00000,0.14496,0.50372
hinge,--nn=1,0.99,2,2,10,0.990000,0.07814,0.07814,1.00000,0.14496,0.50372
hinge,--nn=1,0.99,2,2,5,0.500000,0.07814,0.07814,1.00000,0.14496,0.50022
hinge,--nn=1,0.99,2,2,5,0.750000,0.07814,0.07814,1.00000,0.14496,0.50022
hinge,--nn=1,0.99,2,2,5,0.900000,0.07814,0.07814,1.00000,0.14496,0.50022
hinge,--nn=1,0.99,2,2,5,0.990000,0.07814,0.07814,1.00000,0.14496,0.50022
hinge,--nn=1,0.99,2,2,1,0.500000,0.07814,0.07814,1.00000,0.14496,0.50126
hinge,--nn=1,0.99,2,2,1,0.750000,0.07814,0.07814,1.00000,0.14496,0.50126
hinge,--nn=1,0.99,2,2,1,0.900000,0.07814,0.07814,1.00000,0.14496,0.50126
hinge,--nn=1,0.99,2,2,1,0.990000,0.07814,0.07814,1.00000,0.14496,0.50126
hinge,--nn=1,0.99,2,2,0.75,0.500000,0.07814,0.07814,1.00000,0.14496,0.50042
hinge,--nn=1,0.99,2,2,0.75,0.750000,0.07814,0.07814,1.00000,0.14496,0.50042
hinge,--nn=1,0.99,2,2,0.75,0.900000,0.07814,0.07814,1.00000,0.14496,0.50042
hinge,--nn=1,0.99,2,2,0.75,0.990000,0.07814,0.07814,1.00000,0.14496,0.50042
hinge,--nn=1,0.99,2,2,0.5,0.500000,0.07814,0.07814,1.00000,0.14496,0.50068
hinge,--nn=1,0.99,2,2,0.5,0.750000,0.07814,0.07814,1.00000,0.14496,0.50068
hinge,--nn=1,0.99,2,2,0.5,0.900000,0.07814,0.07814,1.00000,0.14496,0.50068
hinge,--nn=1,0.99,2,2,0.5,0.990000,0.07814,0.07814,1.00000,0.14496,0.50068
hinge,--nn=1,0.99,2,2,0.1,0.500000,0.34842,0.10343,0.95695,0.18668,0.89498
hinge,--nn=1,0.99,2,2,0.1,0.750000,0.77643,0.23540,0.82780,0.36656,0.89498
hinge,--nn=1,0.99,2,2,0.1,0.900000,0.95752,0.72323,0.73924,0.73114,0.89498
hinge,--nn=1,0.99,2,2,0.1,0.990000,0.96511,0.84615,0.67651,0.75188,0.89498
