lossfunc,kernel,decay,ngram,skip,learning_rate,pred_thresh,ACC,PRE,REC,PRF,ROC
logistic,--nn=10,0.99,3,3,1,0.900000,0.07814,0.07814,1.00000,0.14496,0.30986
logistic,--nn=10,0.99,3,3,1,0.990000,0.07814,0.07814,1.00000,0.14496,0.30986
logistic,--nn=10,0.99,3,3,0.75,0.500000,0.07814,0.07814,1.00000,0.14496,0.31183
logistic,--nn=10,0.99,3,3,0.75,0.750000,0.07814,0.07814,1.00000,0.14496,0.31183
logistic,--nn=10,0.99,3,3,0.75,0.900000,0.07814,0.07814,1.00000,0.14496,0.31183
logistic,--nn=10,0.99,3,3,0.75,0.990000,0.07814,0.07814,1.00000,0.14496,0.31183
logistic,--nn=10,0.99,3,3,0.5,0.500000,0.07814,0.07814,1.00000,0.14496,0.34698
logistic,--nn=10,0.99,3,3,0.5,0.750000,0.07814,0.07814,1.00000,0.14496,0.34698
logistic,--nn=10,0.99,3,3,0.5,0.900000,0.07814,0.07814,1.00000,0.14496,0.34698
logistic,--nn=10,0.99,3,3,0.5,0.990000,0.07814,0.07814,1.00000,0.14496,0.34698
logistic,--nn=10,0.99,3,3,0.1,0.500000,0.43685,0.11657,0.94342,0.20749,0.91286
logistic,--nn=10,0.99,3,3,0.1,0.750000,0.56997,0.14546,0.92374,0.25134,0.91286
logistic,--nn=10,0.99,3,3,0.1,0.900000,0.64302,0.16951,0.91513,0.28604,0.91286
logistic,--nn=10,0.99,3,3,0.1,0.990000,0.67762,0.18388,0.90898,0.30588,0.91286
logistic,--nn=10,0.99,3,3,0.01,0.500000,0.13562,0.08291,1.00000,0.15312,0.79018
logistic,--nn=10,0.99,3,3,0.01,0.750000,0.17791,0.08636,0.99385,0.15891,0.79018
logistic,--nn=10,0.99,3,3,0.01,0.900000,0.20915,0.08920,0.99016,0.16365,0.79018
logistic,--nn=10,0.99,3,3,0.01,0.990000,0.23010,0.09113,0.98647,0.16684,0.79018
logistic,--nn=10,0.99,4,2,10,0.500000,0.07814,0.07814,1.00000,0.14496,0.28378
logistic,--nn=10,0.99,4,2,10,0.750000,0.07814,0.07814,1.00000,0.14496,0.28378
logistic,--nn=10,0.99,4,2,10,0.900000,0.07814,0.07814,1.00000,0.14496,0.28378
logistic,--nn=10,0.99,4,2,10,0.990000,0.07814,0.07814,1.00000,0.14496,0.28378
logistic,--nn=10,0.99,4,2,5,0.500000,0.07814,0.07814,1.00000,0.14496,0.28732
logistic,--nn=10,0.99,4,2,5,0.750000,0.07814,0.07814,1.00000,0.14496,0.28732
logistic,--nn=10,0.99,4,2,5,0.900000,0.07814,0.07814,1.00000,0.14496,0.28732
logistic,--nn=10,0.99,4,2,5,0.990000,0.07814,0.07814,1.00000,0.14496,0.28732
logistic,--nn=10,0.99,4,2,1,0.500000,0.07814,0.07814,1.00000,0.14496,0.30308
logistic,--nn=10,0.99,4,2,1,0.750000,0.07814,0.07814,1.00000,0.14496,0.30308
logistic,--nn=10,0.99,4,2,1,0.900000,0.07814,0.07814,1.00000,0.14496,0.30308
logistic,--nn=10,0.99,4,2,1,0.990000,0.07814,0.07814,1.00000,0.14496,0.30308
logistic,--nn=10,0.99,4,2,0.75,0.500000,0.07814,0.07814,1.00000,0.14496,0.30957
logistic,--nn=10,0.99,4,2,0.75,0.750000,0.07814,0.07814,1.00000,0.14496,0.30957
logistic,--nn=10,0.99,4,2,0.75,0.900000,0.07814,0.07814,1.00000,0.14496,0.30957
logistic,--nn=10,0.99,4,2,0.75,0.990000,0.07814,0.07814,1.00000,0.14496,0.30957
logistic,--nn=10,0.99,4,2,0.5,0.500000,0.07814,0.07814,1.00000,0.14496,0.53442
logistic,--nn=10,0.99,4,2,0.5,0.750000,0.07814,0.07814,1.00000,0.14496,0.53442
logistic,--nn=10,0.99,4,2,0.5,0.900000,0.07814,0.07814,1.00000,0.14496,0.53442
logistic,--nn=10,0.99,4,2,0.5,0.990000,0.07814,0.07814,1.00000,0.14496,0.53442
logistic,--nn=10,0.99,4,2,0.1,0.500000,0.22068,0.08975,0.98155,0.16447,0.91292
logistic,--nn=10,0.99,4,2,0.1,0.750000,0.37928,0.10923,0.97048,0.19637,0.91292
logistic,--nn=10,0.99,4,2,0.1,0.900000,0.47876,0.12630,0.95818,0.22318,0.91292
logistic,--nn=10,0.99,4,2,0.1,0.990000,0.52960,0.13750,0.95203,0.24030,0.91292
logistic,--nn=10,0.99,4,2,0.01,0.500000,0.17618,0.08637,0.99631,0.15896,0.77045
logistic,--nn=10,0.99,4,2,0.01,0.750000,0.24010,0.09203,0.98401,0.16831,0.77045
logistic,--nn=10,0.99,4,2,0.01,0.900000,0.29056,0.09735,0.97663,0.17705,0.77045
logistic,--nn=10,0.99,4,2,0.01,0.990000,0.31642,0.10017,0.97048,0.18159,0.77045
logistic,--nn=10,0.99,4,2,10,0.500000,0.07814,0.07814,1.00000,0.14496,0.28580
logistic,--nn=10,0.99,4,2,10,0.750000,0.07814,0.07814,1.00000,0.14496,0.28580
logistic,--nn=10,0.99,4,2,10,0.900000,0.07814,0.07814,1.00000,0.14496,0.28580
logistic,--nn=10,0.99,4,2,10,0.990000,0.07814,0.07814,1.00000,0.14496,0.28580
logistic,--nn=10,0.99,4,2,5,0.500000,0.07814,0.07814,1.00000,0.14496,0.29033
logistic,--nn=10,0.99,4,2,5,0.750000,0.07814,0.07814,1.00000,0.14496,0.29033
logistic,--nn=10,0.99,4,2,5,0.900000,0.07814,0.07814,1.00000,0.14496,0.29033
logistic,--nn=10,0.99,4,2,5,0.990000,0.07814,0.07814,1.00000,0.14496,0.29033
logistic,--nn=10,0.99,4,2,1,0.500000,0.07814,0.07814,1.00000,0.14496,0.29253
logistic,--nn=10,0.99,4,2,1,0.750000,0.07814,0.07814,1.00000,0.14496,0.29253
logistic,--nn=10,0.99,4,2,1,0.900000,0.07814,0.07814,1.00000,0.14496,0.29253
logistic,--nn=10,0.99,4,2,1,0.990000,0.07814,0.07814,1.00000,0.14496,0.29253
logistic,--nn=10,0.99,4,2,0.75,0.500000,0.07814,0.07814,1.00000,0.14496,0.30626
logistic,--nn=10,0.99,4,2,0.75,0.750000,0.07814,0.07814,1.00000,0.14496,0.30626
logistic,--nn=10,0.99,4,2,0.75,0.900000,0.07814,0.07814,1.00000,0.14496,0.30626
logistic,--nn=10,0.99,4,2,0.75,0.990000,0.07814,0.07814,1.00000,0.14496,0.30626
logistic,--nn=10,0.99,4,2,0.5,0.500000,0.07814,0.07814,1.00000,0.14496,0.31870
logistic,--nn=10,0.99,4,2,0.5,0.750000,0.07814,0.07814,1.00000,0.14496,0.31870
logistic,--nn=10,0.99,4,2,0.5,0.900000,0.07814,0.07814,1.00000,0.14496,0.31870
logistic,--nn=10,0.99,4,2,0.5,0.990000,0.07814,0.07814,1.00000,0.14496,0.31870
logistic,--nn=10,0.99,4,2,0.1,0.500000,0.39004,0.11041,0.96433,0.19813,0.90902
logistic,--nn=10,0.99,4,2,0.1,0.750000,0.53133,0.13652,0.93850,0.23836,0.90902
logistic,--nn=10,0.99,4,2,0.1,0.900000,0.60400,0.15631,0.92497,0.26743,0.90902
logistic,--nn=10,0.99,4,2,0.1,0.990000,0.64100,0.16901,0.91759,0.28544,0.90902
logistic,--nn=10,0.99,4,2,0.01,0.500000,0.14523,0.08376,1.00000,0.15458,0.77107
logistic,--nn=10,0.99,4,2,0.01,0.750000,0.18195,0.08675,0.99385,0.15957,0.77107
logistic,--nn=10,0.99,4,2,0.01,0.900000,0.21328,0.08962,0.99016,0.16437,0.77107
logistic,--nn=10,0.99,4,2,0.01,0.990000,0.23712,0.09189,0.98647,0.16812,0.77107
logistic,--nn=10,0.99,4,3,10,0.500000,0.07814,0.07814,1.00000,0.14496,0.28394
logistic,--nn=10,0.99,4,3,10,0.750000,0.07814,0.07814,1.00000,0.14496,0.28394
logistic,--nn=10,0.99,4,3,10,0.900000,0.07814,0.07814,1.00000,0.14496,0.28394
logistic,--nn=10,0.99,4,3,10,0.990000,0.07814,0.07814,1.00000,0.14496,0.28394
logistic,--nn=10,0.99,4,3,5,0.500000,0.07814,0.07814,1.00000,0.14496,0.30780
logistic,--nn=10,0.99,4,3,5,0.750000,0.07814,0.07814,1.00000,0.14496,0.30780
logistic,--nn=10,0.99,4,3,5,0.900000,0.07814,0.07814,1.00000,0.14496,0.30780
logistic,--nn=10,0.99,4,3,5,0.990000,0.07814,0.07814,1.00000,0.14496,0.30780
logistic,--nn=10,0.99,4,3,1,0.500000,0.07814,0.07814,1.00000,0.14496,0.67003
logistic,--nn=10,0.99,4,3,1,0.750000,0.07814,0.07814,1.00000,0.14496,0.67003
logistic,--nn=10,0.99,4,3,1,0.900000,0.07814,0.07814,1.00000,0.14496,0.67003
logistic,--nn=10,0.99,4,3,1,0.990000,0.07814,0.07814,1.00000,0.14496,0.67003
logistic,--nn=10,0.99,4,3,0.75,0.500000,0.07814,0.07814,1.00000,0.14496,0.70580
logistic,--nn=10,0.99,4,3,0.75,0.750000,0.07814,0.07814,1.00000,0.14496,0.70580
logistic,--nn=10,0.99,4,3,0.75,0.900000,0.07814,0.07814,1.00000,0.14496,0.70580
logistic,--nn=10,0.99,4,3,0.75,0.990000,0.07814,0.07814,1.00000,0.14496,0.70580
logistic,--nn=10,0.99,4,3,0.5,0.500000,0.07814,0.07814,1.00000,0.14496,0.59738
logistic,--nn=10,0.99,4,3,0.5,0.750000,0.07814,0.07814,1.00000,0.14496,0.59738
logistic,--nn=10,0.99,4,3,0.5,0.900000,0.07814,0.07814,1.00000,0.14496,0.59738
logistic,--nn=10,0.99,4,3,0.5,0.990000,0.07814,0.07814,1.00000,0.14496,0.59738
logistic,--nn=10,0.99,4,3,0.1,0.500000,0.18022,0.08605,0.98647,0.15829,0.90323
logistic,--nn=10,0.99,4,3,0.1,0.750000,0.37265,0.10799,0.96802,0.19430,0.90323
logistic,--nn=10,0.99,4,3,0.1,0.900000,0.46453,0.12381,0.96310,0.21942,0.90323
logistic,--nn=10,0.99,4,3,0.1,0.990000,0.51499,0.13414,0.95449,0.23522,0.90323
logistic,--nn=10,0.99,4,3,0.01,0.500000,0.21194,0.08948,0.99016,0.16413,0.74663
logistic,--nn=10,0.99,4,3,0.01,0.750000,0.29412,0.09770,0.97540,0.17760,0.74663
logistic,--nn=10,0.99,4,3,0.01,0.900000,0.34035,0.10208,0.95449,0.18443,0.74663
logistic,--nn=10,0.99,4,3,0.01,0.990000,0.36957,0.10503,0.93973,0.18895,0.74663
logistic,--nn=10,0.99,4,3,10,0.500000,0.07814,0.07814,1.00000,0.14496,0.28478
logistic,--nn=10,0.99,4,3,10,0.750000,0.07814,0.07814,1.00000,0.14496,0.28478
logistic,--nn=10,0.99,4,3,10,0.900000,0.07814,0.07814,1.00000,0.14496,0.28478
logistic,--nn=10,0.99,4,3,10,0.990000,0.07814,0.07814,1.00000,0.14496,0.28478
logistic,--nn=10,0.99,4,3,5,0.500000,0.07814,0.07814,1.00000,0.14496,0.28770
logistic,--nn=10,0.99,4,3,5,0.750000,0.07814,0.07814,1.00000,0.14496,0.28770
logistic,--nn=10,0.99,4,3,5,0.900000,0.07814,0.07814,1.00000,0.14496,0.28770
logistic,--nn=10,0.99,4,3,5,0.990000,0.07814,0.07814,1.00000,0.14496,0.28770
logistic,--nn=10,0.99,4,3,1,0.500000,0.07814,0.07814,1.00000,0.14496,0.35065
logistic,--nn=10,0.99,4,3,1,0.750000,0.07814,0.07814,1.00000,0.14496,0.35065
logistic,--nn=10,0.99,4,3,1,0.900000,0.07814,0.07814,1.00000,0.14496,0.35065
logistic,--nn=10,0.99,4,3,1,0.990000,0.07814,0.07814,1.00000,0.14496,0.35065
logistic,--nn=10,0.99,4,3,0.75,0.500000,0.07814,0.07814,1.00000,0.14496,0.29222
logistic,--nn=10,0.99,4,3,0.75,0.750000,0.07814,0.07814,1.00000,0.14496,0.29222
logistic,--nn=10,0.99,4,3,0.75,0.900000,0.07814,0.07814,1.00000,0.14496,0.29222
logistic,--nn=10,0.99,4,3,0.75,0.990000,0.07814,0.07814,1.00000,0.14496,0.29222
logistic,--nn=10,0.99,4,3,0.5,0.500000,0.07814,0.07814,1.00000,0.14496,0.30693
logistic,--nn=10,0.99,4,3,0.5,0.750000,0.07814,0.07814,1.00000,0.14496,0.30693
logistic,--nn=10,0.99,4,3,0.5,0.900000,0.07814,0.07814,1.00000,0.14496,0.30693
logistic,--nn=10,0.99,4,3,0.5,0.990000,0.07814,0.07814,1.00000,0.14496,0.30693
logistic,--nn=10,0.99,4,3,0.1,0.500000,0.34016,0.10268,0.96187,0.18555,0.90273
logistic,--nn=10,0.99,4,3,0.1,0.750000,0.50740,0.13082,0.93973,0.22967,0.90273
logistic,--nn=10,0.99,4,3,0.1,0.900000,0.58593,0.15043,0.92497,0.25877,0.90273
logistic,--nn=10,0.99,4,3,0.1,0.990000,0.62562,0.16339,0.92005,0.27750,0.90273
logistic,--nn=10,0.99,4,3,0.01,0.500000,0.17686,0.08644,0.99631,0.15907,0.74651
logistic,--nn=10,0.99,4,3,0.01,0.750000,0.21290,0.08958,0.99016,0.16430,0.74651
logistic,--nn=10,0.99,4,3,0.01,0.900000,0.25423,0.09333,0.98032,0.17043,0.74651
logistic,--nn=10,0.99,4,3,0.01,0.990000,0.26730,0.09464,0.97786,0.17258,0.74651
logistic,--nn=10,0.95,2,2,10,0.500000,0.07814,0.07814,1.00000,0.14496,0.29664
logistic,--nn=10,0.95,2,2,10,0.750000,0.07814,0.07814,1.00000,0.14496,0.29664
logistic,--nn=10,0.95,2,2,10,0.900000,0.07814,0.07814,1.00000,0.14496,0.29664
logistic,--nn=10,0.95,2,2,10,0.990000,0.07814,0.07814,1.00000,0.14496,0.29664
logistic,--nn=10,0.95,2,2,5,0.500000,0.07814,0.07814,1.00000,0.14496,0.29866
logistic,--nn=10,0.95,2,2,5,0.750000,0.07814,0.07814,1.00000,0.14496,0.29866
logistic,--nn=10,0.95,2,2,5,0.900000,0.07814,0.07814,1.00000,0.14496,0.29866
logistic,--nn=10,0.95,2,2,5,0.990000,0.07814,0.07814,1.00000,0.14496,0.29866
logistic,--nn=10,0.95,2,2,1,0.500000,0.07814,0.07814,1.00000,0.14496,0.34289
logistic,--nn=10,0.95,2,2,1,0.750000,0.07814,0.07814,1.00000,0.14496,0.34289
logistic,--nn=10,0.95,2,2,1,0.900000,0.07814,0.07814,1.00000,0.14496,0.34289
logistic,--nn=10,0.95,2,2,1,0.990000,0.07814,0.07814,1.00000,0.14496,0.34289
logistic,--nn=10,0.95,2,2,0.75,0.500000,0.07814,0.07814,1.00000,0.14496,0.33155
logistic,--nn=10,0.95,2,2,0.75,0.750000,0.07814,0.07814,1.00000,0.14496,0.33155
logistic,--nn=10,0.95,2,2,0.75,0.900000,0.07814,0.07814,1.00000,0.14496,0.33155
logistic,--nn=10,0.95,2,2,0.75,0.990000,0.07814,0.07814,1.00000,0.14496,0.33155
logistic,--nn=10,0.95,2,2,0.5,0.500000,0.07814,0.07814,1.00000,0.14496,0.43943
logistic,--nn=10,0.95,2,2,0.5,0.750000,0.07814,0.07814,1.00000,0.14496,0.43943
logistic,--nn=10,0.95,2,2,0.5,0.900000,0.07814,0.07814,1.00000,0.14496,0.43943
logistic,--nn=10,0.95,2,2,0.5,0.990000,0.07814,0.07814,1.00000,0.14496,0.43943
logistic,--nn=10,0.95,2,2,0.1,0.500000,0.20829,0.08911,0.99016,0.16350,0.93212
logistic,--nn=10,0.95,2,2,0.1,0.750000,0.28614,0.09690,0.97786,0.17633,0.93212
logistic,--nn=10,0.95,2,2,0.1,0.900000,0.35121,0.10520,0.97294,0.18987,0.93212
logistic,--nn=10,0.95,2,2,0.1,0.990000,0.39369,0.11133,0.96802,0.19970,0.93212
logistic,--nn=10,0.95,2,2,0.01,0.500000,0.09246,0.07928,1.00000,0.14691,0.85870
logistic,--nn=10,0.95,2,2,0.01,0.750000,0.17887,0.08645,0.99385,0.15907,0.85870
logistic,--nn=10,0.95,2,2,0.01,0.900000,0.25894,0.09367,0.97786,0.17097,0.85870
logistic,--nn=10,0.95,2,2,0.01,0.990000,0.31795,0.10047,0.97171,0.18211,0.85870
logistic,--nn=10,0.95,2,2,10,0.500000,0.07814,0.07814,1.00000,0.14496,0.29353
logistic,--nn=10,0.95,2,2,10,0.750000,0.07814,0.07814,1.00000,0.14496,0.29353
logistic,--nn=10,0.95,2,2,10,0.900000,0.07814,0.07814,1.00000,0.14496,0.29353
logistic,--nn=10,0.95,2,2,10,0.990000,0.07814,0.07814,1.00000,0.14496,0.29353
logistic,--nn=10,0.95,2,2,5,0.500000,0.07814,0.07814,1.00000,0.14496,0.29846
logistic,--nn=10,0.95,2,2,5,0.750000,0.07814,0.07814,1.00000,0.14496,0.29846
logistic,--nn=10,0.95,2,2,5,0.900000,0.07814,0.07814,1.00000,0.14496,0.29846
logistic,--nn=10,0.95,2,2,5,0.990000,0.07814,0.07814,1.00000,0.14496,0.29846
logistic,--nn=10,0.95,2,2,1,0.500000,0.07814,0.07814,1.00000,0.14496,0.34419
logistic,--nn=10,0.95,2,2,1,0.750000,0.07814,0.07814,1.00000,0.14496,0.34419
logistic,--nn=10,0.95,2,2,1,0.900000,0.07814,0.07814,1.00000,0.14496,0.34419
logistic,--nn=10,0.95,2,2,1,0.990000,0.07814,0.07814,1.00000,0.14496,0.34419
logistic,--nn=10,0.95,2,2,0.75,0.500000,0.07814,0.07814,1.00000,0.14496,0.37452
logistic,--nn=10,0.95,2,2,0.75,0.750000,0.07814,0.07814,1.00000,0.14496,0.37452
logistic,--nn=10,0.95,2,2,0.75,0.900000,0.07814,0.07814,1.00000,0.14496,0.37452
logistic,--nn=10,0.95,2,2,0.75,0.990000,0.07814,0.07814,1.00000,0.14496,0.37452
logistic,--nn=10,0.95,2,2,0.5,0.500000,0.07814,0.07814,1.00000,0.14496,0.44084
logistic,--nn=10,0.95,2,2,0.5,0.750000,0.07814,0.07814,1.00000,0.14496,0.44084
logistic,--nn=10,0.95,2,2,0.5,0.900000,0.07814,0.07814,1.00000,0.14496,0.44084
logistic,--nn=10,0.95,2,2,0.5,0.990000,0.07814,0.07814,1.00000,0.14496,0.44084
logistic,--nn=10,0.95,2,2,0.1,0.500000,0.29037,0.09772,0.98155,0.17775,0.93671
logistic,--nn=10,0.95,2,2,0.1,0.750000,0.38053,0.10943,0.97048,0.19668,0.93671
logistic,--nn=10,0.95,2,2,0.1,0.900000,0.44310,0.11995,0.96679,0.21341,0.93671
logistic,--nn=10,0.95,2,2,0.1,0.990000,0.47933,0.12666,0.96064,0.22381,0.93671
logistic,--nn=10,0.95,2,2,0.01,0.500000,0.07814,0.07814,1.00000,0.14496,0.86075
logistic,--nn=10,0.95,2,2,0.01,0.750000,0.14004,0.08296,0.99508,0.15315,0.86075
logistic,--nn=10,0.95,2,2,0.01,0.900000,0.19118,0.08748,0.99139,0.16077,0.86075
logistic,--nn=10,0.95,2,2,0.01,0.990000,0.23280,0.09132,0.98524,0.16715,0.86075
logistic,--nn=10,0.95,2,3,10,0.500000,0.07814,0.07814,1.00000,0.14496,0.29593
logistic,--nn=10,0.95,2,3,10,0.750000,0.07814,0.07814,1.00000,0.14496,0.29593
logistic,--nn=10,0.95,2,3,10,0.900000,0.07814,0.07814,1.00000,0.14496,0.29593
logistic,--nn=10,0.95,2,3,10,0.990000,0.07814,0.07814,1.00000,0.14496,0.29593
logistic,--nn=10,0.95,2,3,5,0.500000,0.07814,0.07814,1.00000,0.14496,0.29311
logistic,--nn=10,0.95,2,3,5,0.750000,0.07814,0.07814,1.00000,0.14496,0.29311
logistic,--nn=10,0.95,2,3,5,0.900000,0.07814,0.07814,1.00000,0.14496,0.29311
logistic,--nn=10,0.95,2,3,5,0.990000,0.07814,0.07814,1.00000,0.14496,0.29311
logistic,--nn=10,0.95,2,3,1,0.500000,0.07814,0.07814,1.00000,0.14496,0.31418
logistic,--nn=10,0.95,2,3,1,0.750000,0.07814,0.07814,1.00000,0.14496,0.31418
logistic,--nn=10,0.95,2,3,1,0.900000,0.07814,0.07814,1.00000,0.14496,0.31418
logistic,--nn=10,0.95,2,3,1,0.990000,0.07814,0.07814,1.00000,0.14496,0.31418
logistic,--nn=10,0.95,2,3,0.75,0.500000,0.07814,0.07814,1.00000,0.14496,0.28182
logistic,--nn=10,0.95,2,3,0.75,0.750000,0.07814,0.07814,1.00000,0.14496,0.28182
logistic,--nn=10,0.95,2,3,0.75,0.900000,0.07814,0.07814,1.00000,0.14496,0.28182
logistic,--nn=10,0.95,2,3,0.75,0.990000,0.07814,0.07814,1.00000,0.14496,0.28182
logistic,--nn=10,0.95,2,3,0.5,0.500000,0.07814,0.07814,1.00000,0.14496,0.29369
logistic,--nn=10,0.95,2,3,0.5,0.750000,0.07814,0.07814,1.00000,0.14496,0.29369
logistic,--nn=10,0.95,2,3,0.5,0.900000,0.07814,0.07814,1.00000,0.14496,0.29369
logistic,--nn=10,0.95,2,3,0.5,0.990000,0.07814,0.07814,1.00000,0.14496,0.29369
logistic,--nn=10,0.95,2,3,0.1,0.500000,0.15504,0.08405,0.99139,0.15496,0.92401
logistic,--nn=10,0.95,2,3,0.1,0.750000,0.21982,0.08976,0.98278,0.16449,0.92401
logistic,--nn=10,0.95,2,3,0.1,0.900000,0.27816,0.09574,0.97540,0.17436,0.92401
logistic,--nn=10,0.95,2,3,0.1,0.990000,0.32122,0.10080,0.97048,0.18264,0.92401
logistic,--nn=10,0.95,2,3,0.01,0.500000,0.10890,0.08062,1.00000,0.14922,0.85065
logistic,--nn=10,0.95,2,3,0.01,0.750000,0.19704,0.08797,0.99016,0.16158,0.85065
logistic,--nn=10,0.95,2,3,0.01,0.900000,0.27201,0.09530,0.97909,0.17369,0.85065
logistic,--nn=10,0.95,2,3,0.01,0.990000,0.33007,0.10211,0.97171,0.18480,0.85065
logistic,--nn=10,0.95,2,3,10,0.500000,0.07814,0.07814,1.00000,0.14496,0.29044
logistic,--nn=10,0.95,2,3,10,0.750000,0.07814,0.07814,1.00000,0.14496,0.29044
logistic,--nn=10,0.95,2,3,10,0.900000,0.07814,0.07814,1.00000,0.14496,0.29044
logistic,--nn=10,0.95,2,3,10,0.990000,0.07814,0.07814,1.00000,0.14496,0.29044
logistic,--nn=10,0.95,2,3,5,0.500000,0.07814,0.07814,1.00000,0.14496,0.29299
logistic,--nn=10,0.95,2,3,5,0.750000,0.07814,0.07814,1.00000,0.14496,0.29299
logistic,--nn=10,0.95,2,3,5,0.900000,0.07814,0.07814,1.00000,0.14496,0.29299
logistic,--nn=10,0.95,2,3,5,0.990000,0.07814,0.07814,1.00000,0.14496,0.29299
logistic,--nn=10,0.95,2,3,1,0.500000,0.07814,0.07814,1.00000,0.14496,0.47566
logistic,--nn=10,0.95,2,3,1,0.750000,0.07814,0.07814,1.00000,0.14496,0.47566
logistic,--nn=10,0.95,2,3,1,0.900000,0.07814,0.07814,1.00000,0.14496,0.47566
logistic,--nn=10,0.95,2,3,1,0.990000,0.07814,0.07814,1.00000,0.14496,0.47566
logistic,--nn=10,0.95,2,3,0.75,0.500000,0.07814,0.07814,1.00000,0.14496,0.36927
logistic,--nn=10,0.95,2,3,0.75,0.750000,0.07814,0.07814,1.00000,0.14496,0.36927
logistic,--nn=10,0.95,2,3,0.75,0.900000,0.07814,0.07814,1.00000,0.14496,0.36927
logistic,--nn=10,0.95,2,3,0.75,0.990000,0.07814,0.07814,1.00000,0.14496,0.36927
logistic,--nn=10,0.95,2,3,0.5,0.500000,0.07814,0.07814,1.00000,0.14496,0.35772
logistic,--nn=10,0.95,2,3,0.5,0.750000,0.07814,0.07814,1.00000,0.14496,0.35772
logistic,--nn=10,0.95,2,3,0.5,0.900000,0.07814,0.07814,1.00000,0.14496,0.35772
logistic,--nn=10,0.95,2,3,0.5,0.990000,0.07814,0.07814,1.00000,0.14496,0.35772
logistic,--nn=10,0.95,2,3,0.1,0.500000,0.22770,0.09050,0.98155,0.16571,0.92840
logistic,--nn=10,0.95,2,3,0.1,0.750000,0.30671,0.09920,0.97417,0.18006,0.92840
logistic,--nn=10,0.95,2,3,0.1,0.900000,0.36697,0.10723,0.96925,0.19309,0.92840
logistic,--nn=10,0.95,2,3,0.1,0.990000,0.41003,0.11363,0.96310,0.20327,0.92840
logistic,--nn=10,0.95,2,3,0.01,0.500000,0.08468,0.07866,1.00000,0.14584,0.85240
logistic,--nn=10,0.95,2,3,0.01,0.750000,0.15100,0.08394,0.99508,0.15482,0.85240
logistic,--nn=10,0.95,2,3,0.01,0.900000,0.20531,0.08871,0.98893,0.16282,0.85240
logistic,--nn=10,0.95,2,3,0.01,0.990000,0.24231,0.09227,0.98401,0.16872,0.85240
logistic,--nn=10,0.95,3,2,10,0.500000,0.07814,0.07814,1.00000,0.14496,0.28651
logistic,--nn=10,0.95,3,2,10,0.750000,0.07814,0.07814,1.00000,0.14496,0.28651
logistic,--nn=10,0.95,3,2,10,0.900000,0.07814,0.07814,1.00000,0.14496,0.28651
logistic,--nn=10,0.95,3,2,10,0.990000,0.07814,0.07814,1.00000,0.14496,0.28651
logistic,--nn=10,0.95,3,2,5,0.500000,0.07814,0.07814,1.00000,0.14496,0.28728
logistic,--nn=10,0.95,3,2,5,0.750000,0.07814,0.07814,1.00000,0.14496,0.28728
logistic,--nn=10,0.95,3,2,5,0.900000,0.07814,0.07814,1.00000,0.14496,0.28728
logistic,--nn=10,0.95,3,2,5,0.990000,0.07814,0.07814,1.00000,0.14496,0.28728
logistic,--nn=10,0.95,3,2,1,0.500000,0.07814,0.07814,1.00000,0.14496,0.38660
logistic,--nn=10,0.95,3,2,1,0.750000,0.07814,0.07814,1.00000,0.14496,0.38660
logistic,--nn=10,0.95,3,2,1,0.900000,0.07814,0.07814,1.00000,0.14496,0.38660
logistic,--nn=10,0.95,3,2,1,0.990000,0.07814,0.07814,1.00000,0.14496,0.38660
logistic,--nn=10,0.95,3,2,0.75,0.500000,0.07814,0.07814,1.00000,0.14496,0.34112
logistic,--nn=10,0.95,3,2,0.75,0.750000,0.07814,0.07814,1.00000,0.14496,0.34112
logistic,--nn=10,0.95,3,2,0.75,0.900000,0.07814,0.07814,1.00000,0.14496,0.34112
logistic,--nn=10,0.95,3,2,0.75,0.990000,0.07814,0.07814,1.00000,0.14496,0.34112
logistic,--nn=10,0.95,3,2,0.5,0.500000,0.07814,0.07814,1.00000,0.14496,0.33565
logistic,--nn=10,0.95,3,2,0.5,0.750000,0.07814,0.07814,1.00000,0.14496,0.33565
logistic,--nn=10,0.95,3,2,0.5,0.900000,0.07814,0.07814,1.00000,0.14496,0.33565
logistic,--nn=10,0.95,3,2,0.5,0.990000,0.07814,0.07814,1.00000,0.14496,0.33565
logistic,--nn=10,0.95,3,2,0.1,0.500000,0.22857,0.09077,0.98401,0.16622,0.92003
logistic,--nn=10,0.95,3,2,0.1,0.750000,0.33612,0.10305,0.97294,0.18636,0.92003
logistic,--nn=10,0.95,3,2,0.1,0.900000,0.43349,0.11734,0.95818,0.20907,0.92003
logistic,--nn=10,0.95,3,2,0.1,0.990000,0.49904,0.13003,0.95080,0.22877,0.92003
logistic,--nn=10,0.95,3,2,0.01,0.500000,0.14321,0.08350,0.99877,0.15411,0.81160
logistic,--nn=10,0.95,3,2,0.01,0.750000,0.21963,0.09020,0.98893,0.16531,0.81160
logistic,--nn=10,0.95,3,2,0.01,0.900000,0.28662,0.09686,0.97663,0.17625,0.81160
logistic,--nn=10,0.95,3,2,0.01,0.990000,0.32401,0.10118,0.97048,0.18325,0.81160
logistic,--nn=10,0.95,3,2,10,0.500000,0.07814,0.07814,1.00000,0.14496,0.29460
logistic,--nn=10,0.95,3,2,10,0.750000,0.07814,0.07814,1.00000,0.14496,0.29460
